expNum,age,gender,ingroupNorm,bothShown,ingroupFirst,response,rating,understandingCheckResponse,understandingCheckOrder,responseTime,understandingCheckTime,elapsedTime,utcTime,RepublicanRating,DemocraticRating,topIssue,topIssueRating,identityIngroupResponse,identityOutgroupResponse,ingroupAgree,outgroupDisagree
Exp 1,30,male,0,1,0,1,2,1,2143,32.898,20.446,133.469,"Sun, 25 Mar 2018 23:30:11 GMT",NA,NA,8,8,6,2,1,1
Exp 1,29,male,0,1,0,3,1,1,3412,25.122,6.446,158.515,"Mon, 26 Mar 2018 00:27:39 GMT",NA,NA,3,10,7,1,1,1
Exp 1,46,female,1,0,0,2,0,1,1423,43.022,20.958,240.04,"Sun, 25 Mar 2018 23:30:02 GMT",NA,NA,0,5,4,4,0,0
Exp 1,36,male,0,1,1,5,2,1,2413,210.506,22.535,520.522,"Sun, 25 Mar 2018 23:44:11 GMT",NA,NA,5,10,7,4,1,0
Exp 1,32,female,0,0,0,3,-1,1,4123,26.815,12.944,176.172,"Mon, 26 Mar 2018 00:05:07 GMT",NA,NA,1,10,7,1,1,1
Exp 1,32,male,1,1,0,1,2,1,1423,49.951,19.87,241.396,"Sun, 25 Mar 2018 23:36:00 GMT",NA,NA,3,10,6,1,1,1
Exp 1,25,male,1,0,0,4,1,1,2143,17.514,32.698,583.558,"Mon, 26 Mar 2018 00:35:04 GMT",NA,NA,0,5,3,5,0,0
Exp 1,22,male,0,0,0,4,-1,1,2143,18.788,13.186,112.616,"Sun, 25 Mar 2018 23:27:54 GMT",NA,NA,3,9,6,1,1,1
Exp 1,58,male,0,1,1,5,0,1,4321,34.009,17.989,127.29,"Sun, 25 Mar 2018 23:58:25 GMT",NA,NA,0,5,7,1,1,1
Exp 1,32,male,0,0,0,3,2,2,1324,1.753,24.576,72.487,"Sun, 25 Mar 2018 23:49:08 GMT",NA,NA,0,0,4,4,0,0
Exp 1,39,male,1,0,0,6,3,1,3421,22.616,22.979,147.589,"Mon, 26 Mar 2018 00:03:37 GMT",NA,NA,1,10,4,4,0,0
Exp 1,61,male,1,1,1,3,2,1,2413,31.592,15.014,120.878,"Mon, 26 Mar 2018 00:02:46 GMT",NA,NA,2,3,4,4,0,0
Exp 1,40,female,1,0,0,5,-1,1,2134,15.214,26.963,120.641,"Sun, 25 Mar 2018 23:39:43 GMT",NA,NA,0,2,6,2,1,1
Exp 1,33,male,1,0,0,4,-1,1,1432,16.728,14.696,105.477,"Sun, 25 Mar 2018 23:52:01 GMT",NA,NA,5,8,5,1,1,1
Exp 1,27,female,1,1,0,5,1,1,2341,27.198,10.106,125.906,"Mon, 26 Mar 2018 00:01:03 GMT",NA,NA,0,1,7,1,1,1
Exp 1,57,female,0,0,0,5,1,1,4213,49.916,25.281,194.771,"Mon, 26 Mar 2018 00:08:18 GMT",NA,NA,0,0,7,1,1,1
Exp 1,42,female,0,0,0,4,0,1,3412,13.215,30.464,103.617,"Sun, 25 Mar 2018 23:43:08 GMT",NA,NA,8,10,6,2,1,1
Exp 1,32,female,1,1,1,2,1,1,2431,28.651,17.079,138.359,"Mon, 26 Mar 2018 00:16:21 GMT",NA,NA,0,5,6,3,1,1
Exp 1,49,male,1,1,1,1,1,1,3124,56.864,23.616,323.904,"Sun, 25 Mar 2018 22:40:29 GMT",NA,NA,2,0,5,2,1,1
Exp 1,23,male,1,1,1,2,-3,1,2341,34.719,11.614,106.871,"Mon, 26 Mar 2018 00:23:13 GMT",NA,NA,0,0,7,1,1,1
Exp 1,32,female,0,0,0,4,0,1,1423,28.922,16.785,138.961,"Sun, 25 Mar 2018 23:48:36 GMT",NA,NA,1,10,6,1,1,1
Exp 1,39,male,0,1,0,1,2,1,2341,42.984,18.897,208.205,"Mon, 26 Mar 2018 00:34:29 GMT",NA,NA,5,8,6,2,1,1
Exp 1,39,female,0,0,0,4,-1,1,4312,255.794,21.532,476.698,"Mon, 26 Mar 2018 00:02:39 GMT",NA,NA,0,5,5,5,1,0
Exp 1,34,male,1,0,0,1,-1,1,4132,22.382,16.451,125.579,"Mon, 26 Mar 2018 00:18:53 GMT",NA,NA,4,10,6,6,1,0
Exp 1,43,male,0,1,0,4,1,1,3241,41.121,14.93,151.429,"Mon, 26 Mar 2018 00:16:48 GMT",NA,NA,2,0,6,1,1,1
Exp 1,53,female,0,0,0,1,1,1,1423,26.537,28.069,156.808,"Sun, 25 Mar 2018 23:55:36 GMT",NA,NA,4,0,7,1,1,1
Exp 1,50,male,1,1,0,4,0,3,4321,28.744,17.195,99.042,"Sun, 25 Mar 2018 23:55:13 GMT",NA,NA,8,9,6,2,1,1
Exp 1,41,male,0,0,0,5,0,1,1432,23.108,12.792,119.633,"Mon, 26 Mar 2018 00:27:47 GMT",NA,NA,5,7,6,2,1,1
Exp 1,29,male,1,1,1,5,2,1,1342,42.228,18.493,245.175,"Sun, 25 Mar 2018 23:27:51 GMT",NA,NA,3,10,5,3,1,1
Exp 1,39,female,1,1,0,6,3,1,2314,42.753,17.118,160.1,"Sun, 25 Mar 2018 23:26:16 GMT",NA,NA,0,10,7,1,1,1
Exp 1,47,female,1,1,1,1,3,1,4123,29.642,21.536,180.366,"Sun, 25 Mar 2018 23:49:57 GMT",NA,NA,8,10,5,4,1,0
Exp 1,62,male,0,0,0,1,-1,1,2314,25.833,29.86,220.185,"Sun, 25 Mar 2018 23:26:59 GMT",NA,NA,3,10,6,1,1,1
Exp 1,32,female,1,0,0,3,-2,1,1423,43.613,21.385,182.466,"Sun, 25 Mar 2018 23:36:08 GMT",NA,NA,0,5,5,3,1,1
Exp 1,57,female,1,0,0,2,-2,1,4321,41.078,13.398,178.052,"Sun, 25 Mar 2018 23:43:29 GMT",NA,NA,3,10,7,1,1,1
Exp 1,33,male,0,1,1,4,0,1,4312,40.728,18.874,133.961,"Mon, 26 Mar 2018 00:11:38 GMT",NA,NA,3,10,7,1,1,1
Exp 1,41,female,0,0,0,1,2,1,3241,7.888,7.494,56.553,"Mon, 26 Mar 2018 00:04:57 GMT",NA,NA,0,2,6,1,1,1
Exp 1,62,female,1,1,0,2,0,1,4132,45.919,30.047,284.336,"Sun, 25 Mar 2018 23:28:43 GMT",NA,NA,2,1,6,1,1,1
Exp 1,72,male,1,1,1,2,2,1,3241,50.228,15.004,198.152,"Sun, 25 Mar 2018 23:56:03 GMT",NA,NA,2,0,7,1,1,1
Exp 1,36,female,1,1,0,6,3,1,3142,21.261,14.297,90.175,"Sun, 25 Mar 2018 22:35:58 GMT",NA,NA,0,10,7,1,1,1
Exp 1,53,female,1,0,0,1,3,1,2431,14.749,19.445,90.504,"Sun, 25 Mar 2018 23:29:52 GMT",NA,NA,0,0,7,1,1,1
Exp 1,31,female,1,1,0,1,2,1,3241,45.582,25.528,123.28,"Mon, 26 Mar 2018 00:28:16 GMT",NA,NA,0,2,4,4,0,0
Exp 1,27,male,0,0,0,4,1,1,3142,22.994,18.136,110.595,"Mon, 26 Mar 2018 00:17:29 GMT",NA,NA,5,10,6,1,1,1
Exp 1,54,male,1,0,0,1,-3,1,3142,35.689,27.891,220.594,"Sun, 25 Mar 2018 23:47:00 GMT",NA,NA,8,0,7,1,1,1
Exp 1,35,male,1,1,1,4,0,1,1324,12.564,10.386,65.304,"Mon, 26 Mar 2018 00:17:32 GMT",NA,NA,2,0,4,1,0,1
Exp 1,47,female,1,0,0,1,2,1,4132,47.297,62.385,252.955,"Mon, 26 Mar 2018 00:09:14 GMT",NA,NA,3,2,6,1,1,1
Exp 1,28,male,1,1,1,4,0,1,3124,27.964,49.208,127.496,"Sun, 25 Mar 2018 23:31:19 GMT",NA,NA,5,10,6,2,1,1
Exp 1,32,female,1,1,0,4,-1,1,4312,28.819,14.495,174.095,"Sun, 25 Mar 2018 23:32:34 GMT",NA,NA,0,6,2,6,0,0
Exp 1,23,male,0,0,0,5,1,4,1432,2.776,2.305,31.597,"Sun, 25 Mar 2018 23:42:07 GMT",NA,NA,3,1,1,4,0,0
Exp 1,39,female,1,0,0,3,0,1,2413,32.726,11.401,173.844,"Sun, 25 Mar 2018 23:59:25 GMT",NA,NA,0,10,6,1,1,1
Exp 1,52,female,0,1,0,2,2,1,3124,47.376,18.395,284.327,"Sun, 25 Mar 2018 23:59:06 GMT",NA,NA,6,10,2,6,0,0
Exp 1,43,female,0,1,0,2,2,1,2413,40.107,15.946,128.101,"Mon, 26 Mar 2018 00:03:23 GMT",NA,NA,7,7,6,3,1,1
Exp 1,36,male,1,0,0,1,3,1,4213,15.846,27.256,102.326,"Mon, 26 Mar 2018 00:14:10 GMT",NA,NA,8,10,7,1,1,1
Exp 1,30,female,1,0,0,6,3,1,3214,7.819,14.323,56.734,"Sun, 25 Mar 2018 22:40:27 GMT",NA,NA,5,10,7,1,1,1
Exp 1,36,female,0,0,0,4,-2,1,2143,30.383,31.758,172.204,"Sun, 25 Mar 2018 23:52:10 GMT",NA,NA,1,9,5,1,1,1
Exp 1,38,female,1,0,0,3,3,1,2341,18.044,54.094,137.614,"Mon, 26 Mar 2018 00:10:46 GMT",NA,NA,5,9,1,1,0,1
Exp 1,23,male,1,1,0,1,0,1,3124,38.902,13.502,125.062,"Sun, 25 Mar 2018 23:49:09 GMT",NA,NA,2,0,6,1,1,1
Exp 1,24,male,1,0,0,6,2,1,3421,45.721,59.131,207.582,"Sun, 25 Mar 2018 23:26:29 GMT",NA,NA,0,8,6,5,1,0
Exp 1,25,male,1,0,0,6,3,1,4231,13.175,9.112,96.038,"Mon, 26 Mar 2018 00:10:36 GMT",NA,NA,5,10,7,1,1,1
Exp 1,70,female,0,0,0,4,1,1,1243,26.506,47.777,157.238,"Mon, 26 Mar 2018 00:09:54 GMT",NA,NA,2,0,7,1,1,1
Exp 1,49,female,0,1,1,1,3,1,2341,27.54,29.117,268.203,"Sun, 25 Mar 2018 23:50:44 GMT",NA,NA,0,9,7,1,1,1
Exp 1,28,female,1,0,0,1,1,1,2413,20.16,10.387,82.167,"Mon, 26 Mar 2018 01:47:51 GMT",NA,NA,5,10,7,1,1,1
Exp 1,43,female,1,1,0,4,1,1,3214,40.942,17.753,200.57,"Sun, 25 Mar 2018 23:26:35 GMT",NA,NA,2,0,7,1,1,1
Exp 1,28,female,0,1,0,6,2,1,3214,15.542,55.649,204.089,"Sun, 25 Mar 2018 23:25:38 GMT",NA,NA,2,9,6,2,1,1
Exp 1,33,female,1,1,1,4,0,1,4132,56.634,17.67,239.526,"Sun, 25 Mar 2018 23:35:26 GMT",NA,NA,2,0,4,4,0,0
Exp 1,43,male,0,0,0,3,1,1,2413,23.808,25.852,105.636,"Sun, 25 Mar 2018 23:32:25 GMT",NA,NA,2,1,6,2,1,1
Exp 1,53,female,1,1,1,2,1,1,3124,38.87,18.04,152.83,"Sun, 25 Mar 2018 23:34:37 GMT",NA,NA,2,0,6,1,1,1
Exp 1,35,female,1,0,0,5,0,1,1432,45.677,24.92,181.266,"Mon, 26 Mar 2018 03:01:43 GMT",NA,NA,0,3,6,3,1,1
Exp 1,47,female,1,0,0,2,2,1,1342,14.297,15.206,79.807,"Sun, 25 Mar 2018 23:48:40 GMT",NA,NA,0,8,6,1,1,1
Exp 1,61,female,0,1,0,4,1,1,1324,34.597,14.176,124.614,"Mon, 26 Mar 2018 01:48:30 GMT",NA,NA,3,1,6,1,1,1
Exp 1,52,female,1,1,0,3,-1,1,4312,22.28,22.881,127.895,"Mon, 26 Mar 2018 00:15:26 GMT",NA,NA,3,10,5,1,1,1
Exp 1,38,female,1,1,0,5,1,2,2134,21.6,22.749,105.201,"Mon, 26 Mar 2018 00:21:27 GMT",NA,NA,7,10,5,1,1,1
Exp 1,51,female,0,0,0,1,0,1,4321,56.052,26.953,246.025,"Mon, 26 Mar 2018 00:23:17 GMT",NA,NA,0,10,7,1,1,1
Exp 1,25,male,0,0,0,2,-1,1,3241,21.287,22.056,96.706,"Sun, 25 Mar 2018 23:34:11 GMT",NA,NA,2,0,6,1,1,1
Exp 1,34,female,0,1,1,1,3,1,3421,37.342,15.101,114.116,"Sun, 25 Mar 2018 23:25:46 GMT",NA,NA,3,0,7,1,1,1
Exp 1,54,female,0,0,0,2,1,1,4312,30.623,14.719,122.876,"Sun, 25 Mar 2018 23:27:44 GMT",NA,NA,5,7,5,2,1,1
Exp 1,36,male,1,1,0,3,0,1,3142,37.607,18.583,127.845,"Sun, 25 Mar 2018 23:54:49 GMT",NA,NA,0,1,7,1,1,1
Exp 1,35,male,1,1,0,4,0,1,1423,76.117,10.743,126.912,"Sun, 25 Mar 2018 23:33:29 GMT",NA,NA,3,7,6,2,1,1
Exp 1,27,male,0,0,0,2,0,1,4213,14.033,22.946,108.081,"Sun, 25 Mar 2018 23:28:45 GMT",NA,NA,2,0,6,1,1,1
Exp 1,71,male,1,1,0,1,0,1,2314,67.767,79.907,399.895,"Mon, 26 Mar 2018 00:00:02 GMT",NA,NA,0,1,6,4,1,0
Exp 1,31,female,0,1,1,4,1,1,4312,24.958,14.517,88.635,"Mon, 26 Mar 2018 00:07:52 GMT",NA,NA,0,6,3,5,0,0
Exp 1,67,female,1,1,0,1,0,1,4132,35.054,36.419,237.012,"Sun, 25 Mar 2018 23:43:51 GMT",NA,NA,0,0,7,1,1,1
Exp 1,32,female,0,1,1,6,2,1,1342,29.11,25.111,143.069,"Sun, 25 Mar 2018 23:26:39 GMT",NA,NA,8,10,6,2,1,1
Exp 1,45,male,0,1,1,2,2,1,4231,45.486,26.752,363.732,"Sun, 25 Mar 2018 23:31:59 GMT",NA,NA,0,10,6,2,1,1
Exp 1,34,male,1,0,0,1,3,1,1243,20.76,24.618,434.732,"Sun, 25 Mar 2018 23:42:19 GMT",NA,NA,2,10,7,1,1,1
Exp 1,32,male,1,1,0,1,3,1,4132,33.103,19.549,120.514,"Mon, 26 Mar 2018 01:48:29 GMT",NA,NA,0,10,6,1,1,1
Exp 1,37,male,1,0,0,2,2,1,4132,26.372,24.326,157.118,"Mon, 26 Mar 2018 00:12:55 GMT",NA,NA,0,9,5,3,1,1
Exp 1,46,female,0,0,0,4,2,1,1432,49.365,25.473,304.745,"Mon, 26 Mar 2018 00:30:35 GMT",NA,NA,3,6,3,6,0,0
Exp 1,31,male,1,0,0,5,-1,1,3124,23.736,24.892,125.97,"Mon, 26 Mar 2018 00:05:06 GMT",NA,NA,0,9,6,1,1,1
Exp 1,30,female,1,0,0,5,0,1,1324,86.795,20.139,183.079,"Sun, 25 Mar 2018 23:25:54 GMT",NA,NA,5,9,7,1,1,1
Exp 1,46,male,0,1,0,2,0,1,3241,60.539,41.566,275.967,"Mon, 26 Mar 2018 00:28:32 GMT",NA,NA,0,2,6,1,1,1
Exp 1,43,male,1,0,0,6,2,1,1324,27.831,37.12,158.109,"Sun, 25 Mar 2018 23:27:45 GMT",NA,NA,2,0,6,1,1,1
Exp 1,28,female,1,0,0,1,-1,1,3214,18.608,16.114,116.644,"Mon, 26 Mar 2018 00:16:17 GMT",NA,NA,2,0,4,1,0,1
Exp 1,39,female,0,0,0,4,-1,1,4132,25.438,12.829,111.407,"Sun, 25 Mar 2018 23:53:39 GMT",NA,NA,0,5,5,7,1,0
Exp 1,18,female,1,1,1,1,-1,1,2134,50.618,19.582,251.513,"Sun, 25 Mar 2018 23:36:26 GMT",NA,NA,0,4,6,3,1,1
Exp 1,28,male,1,1,0,3,0,3,2314,4.03,3.063,200.376,"Mon, 26 Mar 2018 00:04:36 GMT",NA,NA,2,3,4,3,0,1
Exp 1,58,female,1,1,1,1,-1,1,4213,36.065,41.734,272.363,"Mon, 26 Mar 2018 00:01:27 GMT",NA,NA,8,2,6,2,1,1
Exp 1,46,female,1,1,1,3,0,1,1432,46.784,24.698,259.536,"Mon, 26 Mar 2018 00:22:38 GMT",NA,NA,0,1,7,7,1,0
Exp 1,27,male,0,0,0,4,0,1,4123,17.307,30.069,102.78,"Sun, 25 Mar 2018 23:53:51 GMT",NA,NA,0,10,7,1,1,1
Exp 1,32,male,1,0,0,5,1,1,1423,13.634,12.711,80.216,"Sun, 25 Mar 2018 23:26:33 GMT",NA,NA,3,0,7,1,1,1
Exp 1,25,male,1,0,0,5,0,1,1423,15.847,22.201,82.69,"Mon, 26 Mar 2018 00:26:34 GMT",NA,NA,5,10,7,3,1,1
Exp 1,27,female,1,0,0,6,3,1,3124,29.537,28.059,151.394,"Sun, 25 Mar 2018 23:51:47 GMT",NA,NA,1,10,7,1,1,1
Exp 1,36,female,1,0,0,4,-2,3,2143,25.041,49.65,202.782,"Sun, 25 Mar 2018 23:37:52 GMT",NA,NA,0,10,6,2,1,1
Exp 1,33,female,1,1,1,1,2,1,3142,40.962,15.298,159.072,"Mon, 26 Mar 2018 00:27:53 GMT",NA,NA,0,7,2,6,0,0
Exp 1,60,male,0,0,0,1,3,1,4321,30.977,18.58,232.674,"Sun, 25 Mar 2018 23:33:40 GMT",NA,NA,2,8,6,1,1,1
Exp 1,70,male,1,1,1,1,3,1,1234,35.613,31.298,236.714,"Sun, 25 Mar 2018 23:43:09 GMT",NA,NA,0,8,5,3,1,1
Exp 1,65,female,1,0,0,1,3,1,4132,24.024,16.748,174.96,"Sun, 25 Mar 2018 23:34:16 GMT",NA,NA,1,10,7,1,1,1
Exp 1,54,female,1,1,1,3,1,1,4321,55.878,30.691,248.38,"Sun, 25 Mar 2018 23:26:06 GMT",NA,NA,0,5,6,4,1,0
Exp 1,29,female,0,0,0,2,-1,1,3214,24.318,22.76,106.698,"Sun, 25 Mar 2018 23:26:57 GMT",NA,NA,1,10,7,1,1,1
Exp 1,24,male,0,0,0,3,1,2,1243,3.464,8.012,38.741,"Mon, 26 Mar 2018 00:14:31 GMT",NA,NA,5,4,3,2,0,1
Exp 1,32,female,0,1,1,1,0,1,3241,25.639,12.447,98.564,"Mon, 26 Mar 2018 00:26:16 GMT",NA,NA,5,2,6,2,1,1
Exp 1,39,female,0,0,0,1,3,1,3421,16.954,9.838,214.511,"Mon, 26 Mar 2018 00:05:11 GMT",NA,NA,3,10,1,7,0,0
Exp 1,66,female,0,0,0,1,2,1,3412,48.092,35.496,362.806,"Sun, 25 Mar 2018 23:48:12 GMT",NA,NA,1,10,7,1,1,1
Exp 1,42,female,1,1,1,4,0,1,1423,24.836,33.389,149.912,"Sun, 25 Mar 2018 23:27:22 GMT",NA,NA,0,2,4,2,0,1
Exp 1,27,male,1,1,0,6,3,1,3142,17.07,15.519,169.089,"Sun, 25 Mar 2018 23:30:14 GMT",NA,NA,5,10,7,1,1,1
Exp 1,35,female,0,1,1,6,3,1,3142,22.268,11.463,177.608,"Sun, 25 Mar 2018 23:45:31 GMT",NA,NA,1,10,7,1,1,1
Exp 1,63,male,1,0,0,1,0,1,4321,40.087,16.209,151.051,"Sun, 25 Mar 2018 23:54:39 GMT",NA,NA,2,10,2,1,0,1
Exp 1,65,male,1,0,0,4,0,1,1432,41.167,47.164,211.241,"Sun, 25 Mar 2018 23:26:59 GMT",NA,NA,0,0,7,1,1,1
Exp 1,42,female,0,1,0,2,-1,1,1423,19.352,12.464,113.223,"Sun, 25 Mar 2018 23:35:19 GMT",NA,NA,1,10,7,1,1,1
Exp 1,25,female,0,0,0,4,-1,1,1234,20.314,13.497,187.973,"Sun, 25 Mar 2018 23:55:10 GMT",NA,NA,1,10,7,1,1,1
Exp 1,39,female,1,0,0,2,2,1,1324,30.991,20.574,151.216,"Sun, 25 Mar 2018 23:28:38 GMT",NA,NA,3,6,5,3,1,1
Exp 1,37,female,0,1,1,3,1,1,1432,219.075,13.28,348.649,"Mon, 26 Mar 2018 00:24:08 GMT",NA,NA,8,10,7,1,1,1
Exp 1,73,female,1,0,0,3,-1,3,2134,42.36,36.148,196.315,"Sun, 25 Mar 2018 23:48:52 GMT",NA,NA,6,9,2,6,0,0
Exp 1,54,female,1,0,0,5,0,1,4312,24.819,18.391,135.77,"Sun, 25 Mar 2018 23:58:30 GMT",NA,NA,0,9,4,2,0,1
Exp 1,35,female,0,0,0,3,-2,1,2413,28.227,19.073,122.205,"Sun, 25 Mar 2018 23:36:21 GMT",NA,NA,8,7,5,3,1,1
Exp 1,31,male,1,1,1,5,3,1,2431,25.538,26.299,145.065,"Sun, 25 Mar 2018 23:45:22 GMT",NA,NA,5,10,6,2,1,1
Exp 1,26,male,1,0,0,5,2,1,1342,16.415,13.269,85.609,"Sun, 25 Mar 2018 23:25:05 GMT",NA,NA,8,8,5,3,1,1
Exp 1,40,male,0,1,0,2,1,1,3142,23.28,26.439,147.163,"Sun, 25 Mar 2018 23:56:34 GMT",NA,NA,2,2,5,5,1,0
Exp 1,22,female,0,1,1,2,0,1,3412,16.676,7.713,57.621,"Mon, 26 Mar 2018 00:03:41 GMT",NA,NA,1,10,7,1,1,1
Exp 1,44,male,0,1,1,1,2,1,3142,27.418,30.758,241.76,"Mon, 26 Mar 2018 00:16:06 GMT",NA,NA,3,0,6,1,1,1
Exp 1,56,female,1,1,1,2,2,1,1234,21.926,20.266,103.138,"Sun, 25 Mar 2018 23:34:41 GMT",NA,NA,0,10,7,1,1,1
Exp 1,39,female,0,0,0,1,0,1,2143,46.854,27.567,263.21,"Mon, 26 Mar 2018 00:18:02 GMT",NA,NA,0,0,7,1,1,1
Exp 1,54,female,0,1,0,6,1,1,1243,29.328,16.885,151.461,"Mon, 26 Mar 2018 00:15:27 GMT",NA,NA,0,1,6,2,1,1
Exp 1,56,female,0,1,0,1,-3,1,4132,32.523,19.351,142.642,"Mon, 26 Mar 2018 00:10:51 GMT",NA,NA,0,10,7,1,1,1
Exp 1,52,female,0,0,0,4,-2,1,3142,43.505,11.266,125.887,"Sun, 25 Mar 2018 23:25:40 GMT",NA,NA,2,0,7,1,1,1
Exp 1,34,male,0,1,0,2,-2,1,4312,17.233,19.896,80.803,"Sun, 25 Mar 2018 23:59:44 GMT",NA,NA,0,3,4,2,0,1
Exp 1,33,male,1,0,0,1,3,3,2314,17.811,27.269,97.983,"Mon, 26 Mar 2018 00:20:40 GMT",NA,NA,6,0,7,1,1,1
Exp 2,36,male,1,0,0,1,-1,1,4213,31.104,12.922,119.799,"Wed, 10 Apr 2019 11:58:15 GMT",2,4,NA,NA,5,2,1,1
Exp 2,60,female,1,0,0,1,2,1,2143,27.289,26.753,229.605,"Wed, 10 Apr 2019 11:11:23 GMT",5,7,NA,NA,5,3,1,1
Exp 2,33,male,0,1,0,1,3,1,2341,36.274,25.409,171.19,"Wed, 10 Apr 2019 11:44:20 GMT",10,1,NA,NA,7,1,1,1
Exp 2,34,male,1,0,0,3,0,1,3142,24.643,14.985,92.885,"Wed, 10 Apr 2019 12:23:01 GMT",5,6,NA,NA,5,4,1,0
Exp 2,65,female,1,1,0,1,3,1,2314,27.263,18.981,194.922,"Wed, 10 Apr 2019 11:23:01 GMT",2,0,NA,NA,7,2,1,1
Exp 2,36,female,0,0,0,3,0,1,1432,26.636,14.553,98.3,"Wed, 10 Apr 2019 11:07:59 GMT",9,5,NA,NA,6,3,1,1
Exp 2,32,female,1,1,1,5,1,1,2341,27.219,12.205,104.11,"Wed, 10 Apr 2019 12:13:33 GMT",1,8,NA,NA,6,1,1,1
Exp 2,49,male,1,0,0,5,3,1,3142,41.832,27.496,194.992,"Wed, 10 Apr 2019 11:13:39 GMT",2,9,NA,NA,7,1,1,1
Exp 2,26,male,1,0,0,4,1,4,3241,2.892,13.044,44.867,"Wed, 10 Apr 2019 11:07:24 GMT",4,5,NA,NA,4,5,0,0
Exp 2,51,female,0,1,0,3,-1,1,3241,47.585,21.675,245.822,"Wed, 10 Apr 2019 11:59:46 GMT",0,10,NA,NA,7,1,1,1
Exp 2,43,female,0,0,0,1,2,1,1342,13.543,9.225,114.453,"Wed, 10 Apr 2019 12:03:02 GMT",10,3,NA,NA,7,2,1,1
Exp 2,25,female,1,0,0,6,1,3,2431,13.407,16.206,75.32,"Wed, 10 Apr 2019 11:07:07 GMT",1,8,NA,NA,6,2,1,1
Exp 2,74,male,1,1,1,4,1,1,3421,31.359,18.049,332.144,"Wed, 10 Apr 2019 11:45:23 GMT",3,7,NA,NA,5,3,1,1
Exp 2,36,female,1,0,0,4,-1,1,3124,29.977,34.147,126.336,"Wed, 10 Apr 2019 11:49:17 GMT",0,8,NA,NA,6,2,1,1
Exp 2,47,male,0,1,0,5,2,1,4132,41.711,20.409,160.036,"Wed, 10 Apr 2019 11:13:51 GMT",2,7,NA,NA,7,1,1,1
Exp 2,25,female,1,1,1,5,2,1,2134,12.596,16.959,95.724,"Wed, 10 Apr 2019 11:10:28 GMT",0,8,NA,NA,6,1,1,1
Exp 2,46,female,1,0,0,4,-1,1,4312,25.15,19.764,85.023,"Wed, 10 Apr 2019 11:09:53 GMT",8,3,NA,NA,6,1,1,1
Exp 2,33,male,1,0,0,5,0,1,2413,38.601,32.357,127.965,"Wed, 10 Apr 2019 11:24:35 GMT",6,1,NA,NA,5,2,1,1
Exp 2,18,male,1,0,0,2,0,1,4123,14.378,9.694,52.788,"Wed, 10 Apr 2019 11:22:38 GMT",2,7,NA,NA,5,2,1,1
Exp 2,33,female,0,0,0,2,2,1,2431,20.295,10.468,175.593,"Wed, 10 Apr 2019 11:23:43 GMT",2,9,NA,NA,6,2,1,1
Exp 2,38,female,1,0,0,2,2,1,1423,28.814,15.667,111.042,"Wed, 10 Apr 2019 12:13:44 GMT",5,6,NA,NA,5,4,1,0
Exp 2,25,female,1,1,1,5,-1,1,1423,11.747,8.524,42.024,"Wed, 10 Apr 2019 11:07:35 GMT",9,2,NA,NA,6,3,1,1
Exp 2,48,male,0,0,0,3,-1,1,1423,44.976,32.806,132.778,"Wed, 10 Apr 2019 11:57:55 GMT",5,5,NA,NA,6,3,1,1
Exp 2,81,male,0,1,0,5,1,1,2314,63.898,28.621,393.955,"Wed, 10 Apr 2019 11:46:20 GMT",0,8,NA,NA,6,1,1,1
Exp 2,31,male,1,1,0,4,2,1,3142,34.728,15.546,113.358,"Wed, 10 Apr 2019 11:49:46 GMT",2,5,NA,NA,4,2,0,1
Exp 2,28,male,1,1,1,5,-1,1,1243,19.984,12.132,71.249,"Wed, 10 Apr 2019 11:14:59 GMT",0,2,NA,NA,5,1,1,1
Exp 2,27,male,0,1,0,1,3,1,3241,6.874,3.072,66.117,"Wed, 10 Apr 2019 11:58:57 GMT",8,2,NA,NA,7,2,1,1
Exp 2,61,male,1,0,0,1,1,1,3241,22.066,30.472,152.657,"Wed, 10 Apr 2019 12:11:17 GMT",5,3,NA,NA,5,1,1,1
Exp 2,27,female,1,1,0,2,-1,1,2134,23.876,18.455,102.076,"Wed, 10 Apr 2019 11:43:27 GMT",2,6,NA,NA,4,2,0,1
Exp 2,29,male,0,1,0,6,1,1,3412,21.344,20.115,98.064,"Wed, 10 Apr 2019 11:10:32 GMT",2,9,NA,NA,6,2,1,1
Exp 2,31,male,1,0,0,2,3,3,1423,25.698,13.155,81.779,"Wed, 10 Apr 2019 12:31:34 GMT",1,7,NA,NA,6,2,1,1
Exp 2,31,male,0,1,0,3,-1,1,2431,26.062,14.582,164.965,"Wed, 10 Apr 2019 11:12:21 GMT",1,8,NA,NA,6,1,1,1
Exp 2,39,female,1,1,1,1,-1,4,4123,3.051,3.679,31.98,"Wed, 10 Apr 2019 11:18:31 GMT",10,5,NA,NA,6,3,1,1
Exp 2,36,female,0,1,1,3,0,1,4123,4.991,2.958,71.627,"Wed, 10 Apr 2019 11:58:33 GMT",5,6,NA,NA,3,4,0,0
Exp 2,56,male,0,0,0,3,0,4,2413,7.119,3.126,47.759,"Wed, 10 Apr 2019 11:15:32 GMT",6,7,NA,NA,4,5,0,0
Exp 2,28,male,1,0,0,5,2,4,1432,13.129,8.197,123.945,"Wed, 10 Apr 2019 11:08:43 GMT",4,5,NA,NA,3,4,0,0
